cropped_F8A3351.JPG,cropped_F8A3626.JPG,cropped_F8A3736.JPG,cropped_F8A3801.JPG,cropped_F8A3906.JPG,cropped_F8A3966.JPG,cropped_F8A3996.JPG,cropped_F8A4011.JPG,cropped_F8A4046.JPG,cropped_F8A4171.JPG,cropped_F8A4431.JPG,cropped_F8A4446.JPG,cropped_F8A4451.JPG,cropped_F8A4511.JPG,cropped_F8A4541.JPG,cropped_F8A4561.JPG,cropped_F8A4666.JPG,cropped_F8A4791.JPG,cropped_F8A4826.JPG,cropped_F8A4876.JPG,cropped_F8A4991.JPG,cropped_F8A5021.JPG,cropped_F8A5111.JPG,cropped_F8A5266.JPG,cropped_F8A5276.JPG,cropped_F8A5391.JPG,cropped_F8A5396.JPG,cropped_F8A5411.JPG,cropped_F8A5466.JPG,cropped_F8A5556.JPG,cropped_F8A5736.JPG,cropped_F8A5806.JPG,cropped_F8A5876.JPG,cropped_F8A5906.JPG,cropped_F8A6036.JPG,cropped_F8A6301.JPG,cropped_F8A6346.JPG,cropped_F8A6376.JPG,cropped_F8A6431.JPG,cropped_F8A6506.JPG,cropped_F8A6516.JPG,cropped_F8A6601.JPG,cropped_F8A6921.JPG,cropped_F8A6976.JPG,cropped_F8A7181.JPG,cropped_F8A7216.JPG,cropped_F8A7251.JPG,cropped_F8A7376.JPG,cropped_F8A7456.JPG,cropped_F8A7656.JPG,cropped_F8A7781.JPG,cropped_F8A7831.JPG,cropped_F8A8451.JPG,cropped_F8A8496.JPG,cropped_F8A8531.JPG,cropped_F8A8541.JPG,cropped_F8A8891.JPG,cropped_F8A9296.JPG,cropped_F8A9301.JPG,cropped_F8A9441.JPG,cropped_F8A9446.JPG,cropped_F8A9481.JPG,cropped_F8A9516.JPG,cropped_F8A9651.JPG,cropped_F8A9666.JPG
,,,33,170.0,135.0,23,34,,19.0,27.0,46.0,,,,,,,,,,,,,20,,53,24.0,,,,51.0,,,,,37.0,,,,37,,,,,26.0,,,48.0,,,,,,18.0,,,,,25.0,,25.0,,36,
,,,31,20.0,32.0,33,30,,36.0,13.0,20.0,,,,,,,,,,,,,67,,31,25.0,,,,28.0,,,,,21.0,,,,38,,,,,56.0,,,17.0,,,,,,52.0,,,,,27.0,,22.0,,19,
,,,20,131.0,34.0,25,25,,24.0,14.0,19.0,,,,,,,,,,,,,47,,55,23.0,,,,52.0,,,,,76.0,,,,34,,,,,34.0,,,24.0,,,,,,17.0,,,,,20.0,,114.0,,24,
,,,29,53.0,18.0,44,33,,45.0,24.0,17.0,,,,,,,,,,,,,24,,53,81.0,,,,20.0,,,,,48.0,,,,19,,,,,31.0,,,30.0,,,,,,29.0,,,,,19.0,,20.0,,48,
,,,26,,21.0,49,39,,20.0,14.0,15.0,,,,,,,,,,,,,54,,24,62.0,,,,50.0,,,,,21.0,,,,25,,,,,28.0,,,34.0,,,,,,31.0,,,,,22.0,,24.0,,22,
,,,28,,32.0,21,24,,34.0,32.0,35.0,,,,,,,,,,,,,27,,23,16.0,,,,37.0,,,,,23.0,,,,21,,,,,40.0,,,19.0,,,,,,84.0,,,,,25.0,,30.0,,27,
,,,14,,40.0,29,25,,21.0,40.0,20.0,,,,,,,,,,,,,55,,24,88.0,,,,31.0,,,,,59.0,,,,26,,,,,31.0,,,37.0,,,,,,43.0,,,,,25.0,,14.0,,17,
,,,22,,18.0,26,21,,28.0,23.0,20.0,,,,,,,,,,,,,28,,30,61.0,,,,23.0,,,,,12.0,,,,24,,,,,58.0,,,37.0,,,,,,30.0,,,,,19.0,,44.0,,44,
,,,32,,23.0,39,42,,22.0,21.0,50.0,,,,,,,,,,,,,25,,24,21.0,,,,25.0,,,,,25.0,,,,18,,,,,16.0,,,69.0,,,,,,46.0,,,,,63.0,,39.0,,38,
,,,25,,36.0,26,22,,34.0,35.0,16.0,,,,,,,,,,,,,23,,43,18.0,,,,59.0,,,,,33.0,,,,19,,,,,28.0,,,64.0,,,,,,17.0,,,,,23.0,,17.0,,33,
,,,31,,117.0,45,33,,41.0,25.0,15.0,,,,,,,,,,,,,27,,20,85.0,,,,45.0,,,,,32.0,,,,15,,,,,21.0,,,20.0,,,,,,20.0,,,,,51.0,,58.0,,17,
,,,22,,23.0,17,37,,28.0,19.0,48.0,,,,,,,,,,,,,38,,34,17.0,,,,61.0,,,,,71.0,,,,59,,,,,45.0,,,17.0,,,,,,45.0,,,,,44.0,,24.0,,19,
,,,15,,24.0,21,44,,31.0,20.0,16.0,,,,,,,,,,,,,44,,35,22.0,,,,21.0,,,,,27.0,,,,32,,,,,23.0,,,23.0,,,,,,14.0,,,,,27.0,,17.0,,23,
,,,55,,17.0,15,57,,19.0,20.0,66.0,,,,,,,,,,,,,45,,60,45.0,,,,22.0,,,,,15.0,,,,26,,,,,46.0,,,34.0,,,,,,17.0,,,,,36.0,,60.0,,49,
,,,34,,32.0,23,40,,65.0,16.0,22.0,,,,,,,,,,,,,15,,30,118.0,,,,27.0,,,,,24.0,,,,36,,,,,38.0,,,64.0,,,,,,36.0,,,,,19.0,,23.0,,35,
,,,23,,64.0,23,32,,21.0,22.0,48.0,,,,,,,,,,,,,83,,20,19.0,,,,62.0,,,,,36.0,,,,21,,,,,35.0,,,22.0,,,,,,13.0,,,,,26.0,,39.0,,16,
,,,21,,18.0,91,39,,13.0,70.0,30.0,,,,,,,,,,,,,25,,21,111.0,,,,18.0,,,,,28.0,,,,18,,,,,20.0,,,21.0,,,,,,50.0,,,,,46.0,,26.0,,21,
,,,30,,40.0,17,25,,18.0,52.0,16.0,,,,,,,,,,,,,19,,20,16.0,,,,22.0,,,,,45.0,,,,26,,,,,33.0,,,70.0,,,,,,27.0,,,,,25.0,,52.0,,21,
,,,34,,30.0,44,25,,24.0,14.0,18.0,,,,,,,,,,,,,18,,20,51.0,,,,46.0,,,,,22.0,,,,21,,,,,57.0,,,27.0,,,,,,98.0,,,,,17.0,,60.0,,22,
,,,25,,83.0,36,23,,23.0,18.0,19.0,,,,,,,,,,,,,26,,25,,,,,19.0,,,,,77.0,,,,39,,,,,20.0,,,121.0,,,,,,30.0,,,,,24.0,,124.0,,21,
,,,34,,106.0,15,110,,20.0,17.0,48.0,,,,,,,,,,,,,47,,45,,,,,28.0,,,,,15.0,,,,21,,,,,17.0,,,32.0,,,,,,52.0,,,,,36.0,,14.0,,45,
,,,48,,18.0,22,46,,31.0,20.0,41.0,,,,,,,,,,,,,31,,38,,,,,44.0,,,,,19.0,,,,30,,,,,16.0,,,23.0,,,,,,16.0,,,,,18.0,,22.0,,16,
,,,29,,40.0,32,18,,19.0,26.0,55.0,,,,,,,,,,,,,66,,30,,,,,64.0,,,,,18.0,,,,24,,,,,131.0,,,15.0,,,,,,41.0,,,,,24.0,,17.0,,30,
,,,23,,30.0,62,23,,17.0,18.0,60.0,,,,,,,,,,,,,59,,16,,,,,19.0,,,,,15.0,,,,17,,,,,32.0,,,16.0,,,,,,37.0,,,,,30.0,,36.0,,23,
,,,19,,21.0,31,24,,15.0,26.0,37.0,,,,,,,,,,,,,17,,28,,,,,32.0,,,,,16.0,,,,20,,,,,71.0,,,26.0,,,,,,14.0,,,,,30.0,,26.0,,19,
,,,22,,16.0,30,26,,25.0,12.0,66.0,,,,,,,,,,,,,51,,40,,,,,20.0,,,,,19.0,,,,14,,,,,32.0,,,25.0,,,,,,41.0,,,,,30.0,,70.0,,33,
,,,20,,81.0,20,69,,23.0,27.0,19.0,,,,,,,,,,,,,23,,75,,,,,64.0,,,,,32.0,,,,22,,,,,83.0,,,28.0,,,,,,27.0,,,,,43.0,,26.0,,31,
,,,50,,25.0,30,17,,19.0,38.0,20.0,,,,,,,,,,,,,47,,20,,,,,125.0,,,,,25.0,,,,19,,,,,95.0,,,67.0,,,,,,56.0,,,,,26.0,,18.0,,14,
,,,40,,12.0,18,42,,47.0,20.0,40.0,,,,,,,,,,,,,24,,29,,,,,31.0,,,,,55.0,,,,26,,,,,30.0,,,89.0,,,,,,43.0,,,,,19.0,,32.0,,39,
,,,12,,40.0,16,24,,16.0,32.0,106.0,,,,,,,,,,,,,13,,17,,,,,23.0,,,,,17.0,,,,17,,,,,23.0,,,18.0,,,,,,16.0,,,,,21.0,,15.0,,26,
,,,20,,34.0,62,25,,21.0,39.0,48.0,,,,,,,,,,,,,16,,42,,,,,19.0,,,,,54.0,,,,19,,,,,33.0,,,18.0,,,,,,15.0,,,,,117.0,,17.0,,22,
,,,22,,24.0,19,18,,38.0,25.0,58.0,,,,,,,,,,,,,19,,21,,,,,42.0,,,,,33.0,,,,16,,,,,20.0,,,38.0,,,,,,29.0,,,,,19.0,,49.0,,24,
,,,28,,66.0,25,17,,20.0,17.0,25.0,,,,,,,,,,,,,23,,18,,,,,54.0,,,,,20.0,,,,14,,,,,19.0,,,16.0,,,,,,52.0,,,,,19.0,,21.0,,42,
,,,52,,36.0,44,23,,36.0,20.0,22.0,,,,,,,,,,,,,26,,25,,,,,20.0,,,,,25.0,,,,27,,,,,26.0,,,16.0,,,,,,28.0,,,,,12.0,,31.0,,34,
,,,25,,35.0,18,16,,22.0,30.0,49.0,,,,,,,,,,,,,20,,21,,,,,91.0,,,,,23.0,,,,24,,,,,29.0,,,29.0,,,,,,61.0,,,,,20.0,,27.0,,59,
,,,29,,21.0,34,17,,16.0,30.0,19.0,,,,,,,,,,,,,35,,17,,,,,20.0,,,,,22.0,,,,16,,,,,72.0,,,22.0,,,,,,27.0,,,,,35.0,,13.0,,21,
,,,14,,86.0,29,20,,40.0,19.0,23.0,,,,,,,,,,,,,18,,27,,,,,19.0,,,,,20.0,,,,20,,,,,22.0,,,19.0,,,,,,37.0,,,,,17.0,,21.0,,31,
,,,13,,38.0,37,24,,48.0,28.0,17.0,,,,,,,,,,,,,21,,62,,,,,53.0,,,,,29.0,,,,23,,,,,17.0,,,73.0,,,,,,30.0,,,,,26.0,,33.0,,60,
,,,34,,64.0,18,85,,29.0,22.0,20.0,,,,,,,,,,,,,102,,19,,,,,21.0,,,,,34.0,,,,19,,,,,36.0,,,12.0,,,,,,22.0,,,,,39.0,,15.0,,22,
,,,35,,28.0,16,27,,19.0,17.0,36.0,,,,,,,,,,,,,28,,49,,,,,26.0,,,,,48.0,,,,25,,,,,58.0,,,38.0,,,,,,30.0,,,,,25.0,,16.0,,48,
,,,21,,54.0,28,56,,14.0,32.0,126.0,,,,,,,,,,,,,30,,30,,,,,30.0,,,,,38.0,,,,24,,,,,79.0,,,58.0,,,,,,29.0,,,,,49.0,,28.0,,53,
,,,41,,83.0,22,55,,21.0,13.0,19.0,,,,,,,,,,,,,20,,28,,,,,15.0,,,,,23.0,,,,19,,,,,16.0,,,45.0,,,,,,22.0,,,,,34.0,,61.0,,26,
,,,39,,46.0,22,37,,16.0,22.0,17.0,,,,,,,,,,,,,22,,19,,,,,26.0,,,,,23.0,,,,26,,,,,27.0,,,16.0,,,,,,48.0,,,,,20.0,,21.0,,30,
,,,21,,26.0,45,27,,25.0,17.0,14.0,,,,,,,,,,,,,80,,29,,,,,142.0,,,,,22.0,,,,19,,,,,28.0,,,117.0,,,,,,22.0,,,,,17.0,,23.0,,19,
,,,21,,45.0,24,33,,13.0,14.0,14.0,,,,,,,,,,,,,19,,28,,,,,104.0,,,,,18.0,,,,21,,,,,16.0,,,15.0,,,,,,47.0,,,,,27.0,,18.0,,20,
,,,23,,24.0,30,20,,43.0,19.0,22.0,,,,,,,,,,,,,16,,20,,,,,31.0,,,,,65.0,,,,18,,,,,22.0,,,51.0,,,,,,54.0,,,,,24.0,,28.0,,17,
,,,34,,31.0,28,14,,33.0,18.0,25.0,,,,,,,,,,,,,22,,49,,,,,22.0,,,,,19.0,,,,16,,,,,48.0,,,27.0,,,,,,23.0,,,,,21.0,,42.0,,45,
,,,21,,28.0,20,48,,27.0,17.0,53.0,,,,,,,,,,,,,17,,20,,,,,57.0,,,,,62.0,,,,27,,,,,29.0,,,16.0,,,,,,34.0,,,,,26.0,,22.0,,27,
,,,15,,50.0,36,50,,41.0,17.0,28.0,,,,,,,,,,,,,37,,39,,,,,65.0,,,,,15.0,,,,20,,,,,45.0,,,14.0,,,,,,62.0,,,,,19.0,,34.0,,17,
,,,19,,49.0,26,23,,13.0,25.0,13.0,,,,,,,,,,,,,43,,31,,,,,104.0,,,,,111.0,,,,12,,,,,20.0,,,19.0,,,,,,62.0,,,,,20.0,,21.0,,23,
,,,17,,40.0,84,25,,19.0,23.0,85.0,,,,,,,,,,,,,20,,23,,,,,19.0,,,,,35.0,,,,23,,,,,18.0,,,62.0,,,,,,75.0,,,,,17.0,,40.0,,33,
,,,29,,46.0,28,21,,16.0,34.0,42.0,,,,,,,,,,,,,90,,21,,,,,18.0,,,,,21.0,,,,20,,,,,24.0,,,51.0,,,,,,23.0,,,,,26.0,,41.0,,23,
,,,19,,81.0,25,27,,52.0,13.0,95.0,,,,,,,,,,,,,30,,31,,,,,66.0,,,,,42.0,,,,18,,,,,41.0,,,30.0,,,,,,18.0,,,,,18.0,,19.0,,39,
,,,16,,34.0,17,58,,18.0,15.0,20.0,,,,,,,,,,,,,19,,42,,,,,12.0,,,,,12.0,,,,16,,,,,30.0,,,31.0,,,,,,88.0,,,,,13.0,,16.0,,16,
,,,16,,47.0,18,21,,21.0,24.0,27.0,,,,,,,,,,,,,25,,89,,,,,28.0,,,,,74.0,,,,44,,,,,13.0,,,61.0,,,,,,21.0,,,,,24.0,,18.0,,17,
,,,18,,30.0,95,20,,15.0,14.0,42.0,,,,,,,,,,,,,33,,34,,,,,24.0,,,,,41.0,,,,16,,,,,27.0,,,138.0,,,,,,45.0,,,,,37.0,,50.0,,21,
,,,22,,43.0,27,29,,54.0,19.0,34.0,,,,,,,,,,,,,23,,36,,,,,61.0,,,,,21.0,,,,24,,,,,14.0,,,13.0,,,,,,89.0,,,,,17.0,,18.0,,87,
,,,26,,28.0,16,16,,28.0,52.0,89.0,,,,,,,,,,,,,22,,19,,,,,88.0,,,,,28.0,,,,25,,,,,62.0,,,61.0,,,,,,12.0,,,,,22.0,,57.0,,16,
,,,20,,25.0,20,75,,96.0,28.0,75.0,,,,,,,,,,,,,29,,17,,,,,11.0,,,,,30.0,,,,18,,,,,24.0,,,157.0,,,,,,68.0,,,,,19.0,,34.0,,62,
,,,17,,143.0,33,17,,38.0,32.0,82.0,,,,,,,,,,,,,22,,40,,,,,65.0,,,,,37.0,,,,51,,,,,78.0,,,15.0,,,,,,48.0,,,,,20.0,,22.0,,25,
,,,19,,20.0,57,51,,20.0,20.0,13.0,,,,,,,,,,,,,22,,17,,,,,17.0,,,,,25.0,,,,19,,,,,16.0,,,60.0,,,,,,13.0,,,,,21.0,,16.0,,18,
,,,15,,161.0,40,15,,59.0,15.0,32.0,,,,,,,,,,,,,26,,18,,,,,71.0,,,,,21.0,,,,22,,,,,22.0,,,32.0,,,,,,24.0,,,,,14.0,,73.0,,19,
,,,37,,35.0,20,40,,17.0,15.0,20.0,,,,,,,,,,,,,26,,25,,,,,30.0,,,,,25.0,,,,22,,,,,27.0,,,39.0,,,,,,55.0,,,,,16.0,,,,27,
,,,22,,22.0,31,21,,30.0,14.0,33.0,,,,,,,,,,,,,17,,16,,,,,23.0,,,,,12.0,,,,29,,,,,14.0,,,18.0,,,,,,125.0,,,,,16.0,,,,31,
,,,17,,21.0,24,47,,37.0,17.0,20.0,,,,,,,,,,,,,15,,14,,,,,19.0,,,,,24.0,,,,14,,,,,20.0,,,38.0,,,,,,42.0,,,,,44.0,,,,77,
